;Database,AbuAlBukhoosh-SEAPRISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Comments,Above water measurement Level 1.5 Screened data DATA USAGE: Due to the research and development phase characterizing AERONET Ocean Color. AOT869 and AOT870 was used for T865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Source,AERONET-Ocean Color Data Download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Acknowledgements,PI(s):Giuseppe_Zibordi giuseppe.zibordi@jrc.it ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Reference,http://aeronet.gsfc.nasa.gov/cgi-bin/type_one_station_seaprism_new?site=Abu_Al_Bukhoosh&nachal=2&level=2&place_code=10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Elevation,24.50m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;Missing,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,DDS_ID,DDS_NAME,Year,Month,Date,Hour,Minute,Longitude,Latitude,Depth,Chla_hplc,Chla_fluor,Kd490,TSM,acdm443,bbp443,T865,exLwn412,exLwn443,exLwn490,exLwn510,exLwn531,exLwn555,exLwn620,exLwn670,exLwn681,exLwn709,Flag,Campaign,Comments
AS18-00030,18,AbuAlBukhoos,2004,11,29,5,50,53.145833,25.495,0,NaN,2.106825,NaN,NaN,NaN,NaN,0.296087,0.362593,0.54198,NaN,NaN,NaN,0.801366,NaN,0.118819,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T869
AS18-00031,18,AbuAlBukhoos,2004,12,3,6,31,53.145833,25.495,0,NaN,1.579654,NaN,NaN,NaN,NaN,0.062806,0.365644,0.500732,NaN,NaN,NaN,0.656113,NaN,0.086038,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T869
AS18-00032,18,AbuAlBukhoos,2006,11,23,8,27,53.145833,25.495,0,NaN,1.923727,NaN,NaN,NaN,NaN,0.145309,0.365638,0.443859,0.602634,NaN,NaN,0.546749,NaN,0.080451,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00033,18,AbuAlBukhoos,2006,11,24,4,19,53.145833,25.495,0,NaN,1.555759,NaN,NaN,NaN,NaN,0.183789,0.192034,0.248647,0.555789,NaN,NaN,0.457465,NaN,0.05276,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00034,18,AbuAlBukhoos,2006,11,24,5,48,53.145833,25.495,0,NaN,1.855207,NaN,NaN,NaN,NaN,0.161781,0.303137,0.417645,0.611858,NaN,NaN,0.545965,NaN,0.085378,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00035,18,AbuAlBukhoos,2006,11,24,6,28,53.145833,25.495,0,NaN,1.558968,NaN,NaN,NaN,NaN,0.166788,0.343514,0.459289,0.685061,NaN,NaN,0.567963,NaN,0.088952,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00036,18,AbuAlBukhoos,2006,11,24,6,48,53.145833,25.495,0,NaN,1.555573,NaN,NaN,NaN,NaN,0.17213,0.381943,0.463274,0.694925,NaN,NaN,0.575546,NaN,0.09346,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00037,18,AbuAlBukhoos,2006,11,28,5,29,53.145833,25.495,0,NaN,1.178462,NaN,NaN,NaN,NaN,0.082651,0.299316,0.376883,0.596547,NaN,NaN,0.438054,NaN,0.032303,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00038,18,AbuAlBukhoos,2006,11,29,6,50,53.145833,25.495,0,NaN,1.211957,NaN,NaN,NaN,NaN,0.105824,0.391231,0.484005,0.607253,NaN,NaN,0.453506,NaN,0.085951,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00039,18,AbuAlBukhoos,2006,12,23,4,30,53.145833,25.495,0,NaN,0.983096,NaN,NaN,NaN,NaN,0.178119,0.110205,0.187251,0.464449,NaN,NaN,0.312924,NaN,0.029371,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00040,18,AbuAlBukhoos,2006,12,23,5,3,53.145833,25.495,0,NaN,1.407048,NaN,NaN,NaN,NaN,0.16806,0.352517,0.367285,0.537949,NaN,NaN,0.427076,NaN,0.050926,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00041,18,AbuAlBukhoos,2006,12,23,6,1,53.145833,25.495,0,NaN,1.200075,NaN,NaN,NaN,NaN,0.176906,0.319075,0.464788,0.615666,NaN,NaN,0.457279,NaN,0.084634,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00042,18,AbuAlBukhoos,2006,12,23,6,40,53.145833,25.495,0,NaN,1.390729,NaN,NaN,NaN,NaN,0.187965,0.378795,0.441161,0.56826,NaN,NaN,0.450084,NaN,0.065514,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00043,18,AbuAlBukhoos,2006,12,23,7,40,53.145833,25.495,0,NaN,1.252974,NaN,NaN,NaN,NaN,0.174456,0.376145,0.433983,0.600566,NaN,NaN,0.454073,NaN,0.083333,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00044,18,AbuAlBukhoos,2006,12,23,8,1,53.145833,25.495,0,NaN,1.2997,NaN,NaN,NaN,NaN,0.18492,0.375626,0.491759,0.583466,NaN,NaN,0.44971,NaN,0.080494,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00045,18,AbuAlBukhoos,2006,12,23,8,34,53.145833,25.495,0,NaN,1.019728,NaN,NaN,NaN,NaN,0.182459,0.365138,0.433327,0.613491,NaN,NaN,0.423722,NaN,0.072314,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00046,18,AbuAlBukhoos,2006,12,25,5,0,53.145833,25.495,0,NaN,1.63805,NaN,NaN,NaN,NaN,0.088765,0.1949,0.402213,0.523061,NaN,NaN,0.444069,NaN,0.098274,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00047,18,AbuAlBukhoos,2006,12,25,5,41,53.145833,25.495,0,NaN,4.970537,NaN,NaN,NaN,NaN,0.109921,0.317949,0.389477,0.25905,NaN,NaN,0.349644,NaN,0.023593,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00048,18,AbuAlBukhoos,2006,12,26,5,41,53.145833,25.495,0,NaN,1.62777,NaN,NaN,NaN,NaN,0.166263,0.224485,0.243404,0.31747,NaN,NaN,0.268793,NaN,0.082937,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00049,18,AbuAlBukhoos,2006,12,26,7,41,53.145833,25.495,0,NaN,1.715633,NaN,NaN,NaN,NaN,0.141783,0.35263,0.23803,0.517652,NaN,NaN,0.444198,NaN,0.083362,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00050,18,AbuAlBukhoos,2006,12,28,9,3,53.145833,25.495,0,NaN,2.463067,NaN,NaN,NaN,NaN,0.499748,0.28103,0.27765,0.465163,NaN,NaN,0.465209,NaN,0.097313,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00051,18,AbuAlBukhoos,2007,1,20,6,51,53.145833,25.495,0,NaN,0.612942,NaN,NaN,NaN,NaN,0.083611,0.358434,0.46536,0.677347,NaN,NaN,0.371929,NaN,0.055406,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00052,18,AbuAlBukhoos,2007,1,20,9,12,53.145833,25.495,0,NaN,0.747078,NaN,NaN,NaN,NaN,0.095827,0.412217,0.457395,0.671715,NaN,NaN,0.403482,NaN,0.06964,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00053,18,AbuAlBukhoos,2007,1,24,6,13,53.145833,25.495,0,NaN,1.284324,NaN,NaN,NaN,NaN,0.095198,0.479083,0.601536,0.841076,NaN,NaN,0.642614,NaN,0.033292,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00054,18,AbuAlBukhoos,2007,1,24,9,13,53.145833,25.495,0,NaN,1.047481,NaN,NaN,NaN,NaN,0.07185,0.455156,0.603645,0.812732,NaN,NaN,0.568597,NaN,0.086676,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00055,18,AbuAlBukhoos,2007,1,27,4,42,53.145833,25.495,0,NaN,0.725167,NaN,NaN,NaN,NaN,0.051108,0.181828,0.341519,0.561031,NaN,NaN,0.33181,NaN,0.053504,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00056,18,AbuAlBukhoos,2007,1,28,7,53,53.145833,25.495,0,NaN,0.959208,NaN,NaN,NaN,NaN,0.140884,0.462942,0.525532,0.648882,NaN,NaN,0.437491,NaN,0.072027,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00057,18,AbuAlBukhoos,2007,1,28,8,14,53.145833,25.495,0,NaN,1.09837,NaN,NaN,NaN,NaN,0.142604,0.399352,0.50141,0.637252,NaN,NaN,0.455781,NaN,0.076128,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
AS18-00058,18,AbuAlBukhoos,2007,1,28,8,53,53.145833,25.495,0,NaN,1.106698,NaN,NaN,NaN,NaN,0.14359,0.434106,0.492985,0.701608,NaN,NaN,0.502272,NaN,0.070586,NaN,NaN,NA,AERONET_SEAPRISM,413_440_675_T870
